Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Oct,2,Tuesday,Pontiac,Urban,Wednesday,Oct,2,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11135,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Nov,4,Friday,Pontiac,Urban,Monday,Nov,5,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11136,13,400,1,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Nov,4,Saturday,Honda,Urban,Thursday,Dec,1,Male,Single,36,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,11137,16,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
Nov,1,Saturday,Mazda,Rural,Friday,Nov,2,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11138,2,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Oct,5,Sunday,Honda,Urban,Monday,Oct,5,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11139,13,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,5,Wednesday,Pontiac,Urban,Thursday,Mar,5,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,11140,5,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Apr,1,Wednesday,Toyota,Urban,Wednesday,Apr,1,Male,Married,54,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11141,9,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
Apr,1,Tuesday,Honda,Urban,Monday,Apr,2,Male,Single,22,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11142,4,400,1,more than 30,more than 30,more than 4,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Liability
Mar,5,Friday,Toyota,Urban,Saturday,Apr,1,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11143,6,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Jun,1,Tuesday,Mazda,Rural,Tuesday,Jun,4,Male,Married,54,Policy Holder,Sport - Collision,Sport,more than 69000,0,11144,3,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,5,Wednesday,Mazda,Urban,Thursday,Mar,5,Male,Single,30,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11145,4,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
May,4,Saturday,Nisson,Urban,Monday,May,5,Female,Married,36,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11146,14,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
Jul,1,Sunday,Pontiac,Rural,Monday,Jul,1,Male,Married,45,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11147,6,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Aug,2,Friday,Mazda,Urban,Monday,Aug,3,Male,Married,51,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11148,10,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Nov,1,Wednesday,Toyota,Rural,Thursday,Nov,1,Male,Married,52,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11149,6,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Dec,1,Saturday,Pontiac,Urban,Thursday,Dec,2,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11150,11,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,Internal,3 to 5,no change,1 vehicle,1995,Liability
Dec,1,Saturday,Ford,Urban,Monday,Dec,1,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,11151,3,400,3,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Nov,5,Wednesday,Toyota,Rural,Wednesday,Nov,5,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11152,13,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
Jan,3,Thursday,Honda,Urban,Tuesday,Jan,4,Male,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11153,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1995,Liability
Jan,2,Monday,Chevrolet,Urban,Tuesday,Apr,2,Male,Married,30,Policy Holder,Utility - All Perils,Utility,more than 69000,0,11154,15,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Mar,5,Monday,VW,Urban,Tuesday,May,1,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,11155,7,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,3,Monday,Accura,Urban,Wednesday,Mar,3,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11156,2,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
May,2,Friday,Mazda,Urban,Tuesday,May,3,Male,Single,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11157,4,400,4,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jun,4,Friday,Pontiac,Rural,Monday,Jun,4,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11158,7,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Mar,5,Thursday,Mazda,Rural,Monday,Apr,1,Male,Married,50,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11159,15,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Mar,5,Friday,Honda,Urban,Thursday,Apr,1,Male,Single,34,Third Party,Sedan - Liability,Sport,30000 to 39000,0,11160,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Jul,4,Tuesday,Honda,Urban,Monday,Aug,1,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11161,10,700,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Jul,1,Monday,Mazda,Urban,Wednesday,Jul,1,Female,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11162,13,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Jun,5,Wednesday,Saab,Rural,Tuesday,Jul,2,Female,Single,28,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11163,2,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Oct,4,Thursday,Pontiac,Urban,Monday,Oct,5,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11164,12,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Nov,5,Tuesday,Toyota,Urban,Tuesday,Dec,4,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,11165,8,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Nov,4,Sunday,Chevrolet,Urban,Monday,Nov,5,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11166,10,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Nov,4,Sunday,Honda,Urban,Monday,Nov,5,Male,Single,32,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11167,9,400,3,more than 30,more than 30,none,6 years,31 to 35,Yes,No,External,more than 5,no change,1 vehicle,1995,Liability
Dec,3,Monday,Chevrolet,Urban,Monday,Dec,3,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11168,3,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
Dec,2,Saturday,Toyota,Urban,Tuesday,Dec,2,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11169,6,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
May,4,Thursday,Toyota,Urban,Wednesday,Jun,5,Male,Divorced,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11170,6,500,4,more than 30,more than 30,none,6 years,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1995,All Perils
Jul,2,Sunday,Pontiac,Urban,Wednesday,Aug,2,Male,Single,23,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,11171,12,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
Aug,3,Thursday,Toyota,Urban,Thursday,Aug,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11172,8,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,Internal,more than 5,no change,1 vehicle,1995,Collision
Aug,3,Tuesday,Mazda,Urban,Monday,Aug,4,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11173,8,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
Sep,2,Friday,Honda,Urban,Wednesday,Sep,3,Male,Single,63,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11174,2,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Oct,2,Saturday,Honda,Urban,Tuesday,Nov,2,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11175,4,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Oct,1,Monday,Mazda,Urban,Monday,Oct,1,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11176,1,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Apr,1,Saturday,Mazda,Urban,Monday,Apr,2,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,11177,13,400,1,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Apr,1,Saturday,Mazda,Rural,Wednesday,Apr,1,Male,Married,33,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11178,2,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Sep,5,Thursday,Ford,Urban,Thursday,Sep,5,Male,Married,63,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,11179,1,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Sep,1,Friday,Mazda,Urban,Friday,Sep,1,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11180,1,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
Aug,4,Tuesday,Mazda,Urban,Tuesday,Aug,4,Male,Married,59,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,11181,2,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
Aug,2,Sunday,Pontiac,Urban,Wednesday,Sep,2,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11182,7,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Aug,1,Wednesday,Pontiac,Urban,Friday,Aug,1,Male,Married,73,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11183,5,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Aug,1,Wednesday,Honda,Urban,Monday,Aug,2,Male,Married,30,Third Party,Sedan - Liability,Sport,more than 69000,0,11184,7,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Jul,5,Friday,Mazda,Urban,Wednesday,Aug,1,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11185,9,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,1995,Liability
Apr,1,Saturday,Pontiac,Urban,Wednesday,Apr,1,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,11186,14,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Jul,3,Thursday,Mazda,Urban,Tuesday,Jul,4,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11187,2,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Jun,2,Monday,Ford,Rural,Thursday,Aug,1,Male,Married,65,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,11188,16,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,Internal,more than 5,no change,1 vehicle,1995,Liability
Apr,1,Saturday,Toyota,Urban,Monday,May,2,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,11189,5,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
May,3,Saturday,Honda,Urban,Monday,May,4,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,11190,14,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Apr,1,Sunday,Toyota,Urban,Tuesday,Apr,1,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,11191,10,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
Mar,1,Monday,Pontiac,Rural,Tuesday,Mar,2,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11192,7,700,2,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,Yes,External,1 to 2,no change,1 vehicle,1995,Liability
Nov,5,Wednesday,Chevrolet,Urban,Monday,Dec,1,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11193,1,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Nov,5,Wednesday,Toyota,Rural,Wednesday,Nov,5,Male,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11194,13,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,1 year,3 to 4,1995,Liability
Apr,1,Saturday,Honda,Urban,Monday,Apr,3,Male,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11195,12,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Nov,2,Thursday,Chevrolet,Rural,Friday,Nov,2,Male,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11196,1,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
Nov,2,Tuesday,Mazda,Urban,Tuesday,Nov,3,Male,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11197,16,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
Nov,2,Monday,Pontiac,Urban,Monday,Nov,2,Male,Single,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11198,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Nov,1,Tuesday,Honda,Urban,Thursday,Nov,1,Male,Single,25,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11199,4,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
Oct,1,Thursday,Pontiac,Urban,Monday,Oct,2,Male,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11200,8,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
Sep,5,Wednesday,Chevrolet,Urban,Wednesday,Oct,1,Male,Single,34,Third Party,Sedan - All Perils,Sedan,more than 69000,0,11201,8,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
Sep,4,Monday,Pontiac,Urban,Friday,Sep,5,Male,Married,43,Third Party,Sedan - Liability,Sport,more than 69000,0,11202,10,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
Jun,4,Monday,Pontiac,Urban,Thursday,Jul,2,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11203,2,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
Jun,1,Wednesday,Porche,Urban,Friday,Jun,3,Male,Married,61,Policy Holder,Utility - Collision,Utility,more than 69000,0,11204,15,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
May,4,Thursday,Honda,Urban,Monday,Jun,1,Male,Single,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11205,12,400,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
May,4,Monday,Honda,Urban,Monday,Jul,2,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11206,5,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Apr,4,Saturday,Pontiac,Urban,Thursday,Apr,5,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11207,6,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
Apr,4,Saturday,Honda,Rural,Thursday,May,1,Male,Single,28,Third Party,Sedan - All Perils,Sedan,less than 20000,0,11208,7,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Mar,2,Friday,Mazda,Urban,Friday,Mar,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11209,9,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Feb,1,Saturday,Toyota,Urban,Wednesday,Feb,2,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,11210,5,400,3,more than 30,more than 30,1,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision
Apr,1,Sunday,Honda,Rural,Monday,Apr,3,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,11211,8,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Jan,1,Thursday,Chevrolet,Urban,Tuesday,Feb,2,Female,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11212,4,400,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
Apr,1,Sunday,Honda,Urban,Tuesday,Apr,1,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11213,4,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Nov,5,Thursday,Toyota,Urban,Thursday,Dec,2,Male,Married,56,Third Party,Sedan - Liability,Sport,30000 to 39000,0,11214,1,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
Nov,1,Wednesday,Toyota,Urban,Monday,Nov,4,Male,Married,59,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11215,13,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
Apr,1,Sunday,Chevrolet,Urban,Friday,Apr,2,Male,Married,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11216,1,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Oct,4,Sunday,Pontiac,Urban,Monday,Oct,4,Female,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11217,8,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
Jul,4,Monday,Mazda,Rural,Wednesday,Jul,4,Male,Married,56,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11218,8,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
Jul,4,Tuesday,Mazda,Urban,Tuesday,Jul,4,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11219,6,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
Jul,3,Monday,Pontiac,Urban,Monday,Jul,3,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11220,9,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
Jun,4,Friday,Toyota,Urban,Tuesday,Jul,1,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11221,7,500,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1995,All Perils
